Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
928 kg (116.00 kg),28 ans,27 ans,200 cm,England : 73% (11/15) South Africa : 13% (2/15) Scotland : 7% (1/15) Ireland : 7% (1/15),England : 65% (15/23) Scotland : 13% (3/23) South Africa : 9% (2/23) Wales : 9% (2/23) Ireland : 4% (1/23),Worcester,931 kg (116.38 kg),27 ans,28 ans,201 cm,England : 60% (9/15) Fiji : 7% (1/15) South Africa : 7% (1/15) Samoa : 7% (1/15) Australia : 7% (1/15) Wales : 7% (1/15) New Zealand : 7% (1/15),England : 52% (12/23) South Africa : 9% (2/23) New Zealand : 9% (2/23) Scotland : 9% (2/23) Fiji : 4% (1/23) Samoa : 4% (1/23) Australia : 4% (1/23) Wales : 4% (1/23) Tonga : 4% (1/23),Saracens," Date :  Saturday, April 30, 2022 Kick Off : 16:00 Venue : Sixways Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",1,76,6,13_17_4_40_55_70,3,12_25_38,0,,1,77,4,5_42_56_71,16 - 38
924 kg (115.50 kg),29 ans,26 ans,204 cm,England : 33% (5/15) Australia : 20% (3/15) Ireland : 13% (2/15) Argentina : 7% (1/15) Wales : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15) Scotland : 7% (1/15),England : 43% (10/23) Australia : 13% (3/23) Argentina : 9% (2/23) Ireland : 9% (2/23) Wales : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23) Scotland : 4% (1/23) Tonga : 4% (1/23) Fiji : 4% (1/23),London Irish,962 kg (120.25 kg),27 ans,28 ans,198 cm,England : 73% (11/15) New Zealand : 13% (2/15) Tonga : 7% (1/15) South Africa : 7% (1/15),England : 78% (18/23) New Zealand : 9% (2/23) Tonga : 4% (1/23) South Africa : 4% (1/23) Wales : 4% (1/23),Wasps," Date :  Sunday, May 1, 2022 Kick Off : 16:00 Venue : Brentford Community Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,67_76_17_24,5,13_34_29_46_58,0,,3,41_55_79,5,18_25_68_73_77,4,15_30_35_59,42 - 42
933 kg (116.63 kg),31 ans,26 ans,201 cm,England : 47% (7/15) New Zealand : 20% (3/15) Samoa : 13% (2/15) Wales : 13% (2/15) Australia : 7% (1/15),England : 48% (11/23) Wales : 17% (4/23) New Zealand : 13% (3/23) Samoa : 9% (2/23) Australia : 4% (1/23) Ireland : 4% (1/23) Spain : 4% (1/23),Bristol,959 kg (119.88 kg),29 ans,25 ans,198 cm,England : 53% (8/15) Scotland : 13% (2/15) South Africa : 13% (2/15) Australia : 7% (1/15) Zimbabwe : 7% (1/15) Ireland : 7% (1/15),England : 52% (12/23) Scotland : 9% (2/23) South Africa : 9% (2/23) Australia : 4% (1/23) Zimbabwe : 4% (1/23) Ireland : 4% (1/23) Namibia : 4% (1/23) Wales : 4% (1/23) Argentina : 4% (1/23) New Zealand : 4% (1/23),Exeter," Date :  Friday, May 20, 2022 Kick Off : 20:45 Venue : Ashton Gate Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,21_62_51_74_32_46,5,82_34_58_56_26,0,,0,,5,22_32_48_52_63,4,27_36_57_59,40 - 33
958 kg (119.75 kg),27 ans,28 ans,198 cm,England : 73% (11/15) New Zealand : 13% (2/15) Tonga : 7% (1/15) South Africa : 7% (1/15),England : 78% (18/23) New Zealand : 9% (2/23) Tonga : 4% (1/23) South Africa : 4% (1/23) Scotland : 4% (1/23),Wasps,922 kg (115.25 kg),27 ans,27 ans,206 cm,South Africa : 53% (8/15) England : 27% (4/15) Scotland : 7% (1/15) Ireland : 7% (1/15) Samoa : 7% (1/15),South Africa : 48% (11/23) England : 30% (7/23) Scotland : 9% (2/23) Ireland : 4% (1/23) Samoa : 4% (1/23) Canada : 4% (1/23),Sale," Date :  Friday, May 20, 2022 Kick Off : 20:45 Venue : Coventry Building Society Arena Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",1,22,1,45,0,,3,29_37_62,1,23,1,46,7 - 16
944 kg (118.00 kg),27 ans,26 ans,201 cm,England : 60% (9/15) South Africa : 27% (4/15) Australia : 7% (1/15) Scotland : 7% (1/15),England : 65% (15/23) South Africa : 17% (4/23) Australia : 4% (1/23) Scotland : 4% (1/23) New Zealand : 4% (1/23) Italy : 4% (1/23),Harlequins,919 kg (114.88 kg),30 ans,26 ans,198 cm,England : 40% (6/15) Argentina : 20% (3/15) Georgia : 13% (2/15) Russia : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15) Wales : 7% (1/15),England : 48% (11/23) Argentina : 13% (3/23) Georgia : 9% (2/23) Scotland : 9% (2/23) Australia : 9% (2/23) Russia : 4% (1/23) South Africa : 4% (1/23) Wales : 4% (1/23),Gloucester," Date :  Saturday, May 21, 2022 Kick Off : 16:00 Venue : Twickenham Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,16_68_48_59,3,18_11_30,0,,0,,4,17_48_60_69,3,12_20_32,28 - 24
915 kg (114.38 kg),27 ans,27 ans,198 cm,England : 67% (10/15) Fiji : 13% (2/15) Russia : 7% (1/15) Zimbabwe : 7% (1/15) Tonga : 7% (1/15),England : 70% (16/23) Tonga : 9% (2/23) Fiji : 9% (2/23) Russia : 4% (1/23) Zimbabwe : 4% (1/23) South Africa : 4% (1/23),Bath,934 kg (116.75 kg),28 ans,25 ans,207 cm,England : 33% (5/15) Australia : 20% (3/15) Ireland : 13% (2/15) Argentina : 7% (1/15) Wales : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15) Scotland : 7% (1/15),England : 43% (10/23) Argentina : 13% (3/23) Australia : 13% (3/23) Ireland : 9% (2/23) South Africa : 9% (2/23) Wales : 4% (1/23) New Zealand : 4% (1/23) Scotland : 4% (1/23),London Irish," Date :  Saturday, May 21, 2022 Kick Off : 16:00 Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,33_35,4,40_49_6_19,2,56_73,0,,3,34_36_64,2,41_51,27 - 24
936 kg (117.00 kg),28 ans,27 ans,204 cm,England : 60% (9/15) Argentina : 13% (2/15) Ireland : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15),England : 65% (15/23) Argentina : 9% (2/23) Ireland : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23) Scotland : 4% (1/23) Samoa : 4% (1/23) Fiji : 4% (1/23),Newcastle,939 kg (117.38 kg),26 ans,28 ans,200 cm,England : 67% (10/15) South Africa : 13% (2/15) Australia : 7% (1/15) Fiji : 7% (1/15) Argentina : 7% (1/15),England : 61% (14/23) South Africa : 9% (2/23) Scotland : 9% (2/23) Australia : 4% (1/23) Fiji : 4% (1/23) Argentina : 4% (1/23) Samoa : 4% (1/23) Wales : 4% (1/23),Leicester," Date :  Saturday, May 21, 2022 Kick Off : 16:00 Venue : Kingston Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",1,49,3,13_68_78,0,,2,20_62,0,,3,14_69_78,5 - 27
942 kg (117.75 kg),28 ans,29 ans,201 cm,England : 67% (10/15) New Zealand : 7% (1/15) South Africa : 7% (1/15) Samoa : 7% (1/15) Australia : 7% (1/15) Wales : 7% (1/15),England : 61% (14/23) South Africa : 9% (2/23) Wales : 9% (2/23) Scotland : 9% (2/23) New Zealand : 4% (1/23) Samoa : 4% (1/23) Australia : 4% (1/23),Saracens,924 kg (115.50 kg),27 ans,27 ans,207 cm,England : 73% (11/15) Fiji : 7% (1/15) Wales : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),England : 74% (17/23) Fiji : 9% (2/23) Wales : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23) Samoa : 4% (1/23),Northampton," Date :  Saturday, May 21, 2022 Kick Off : 18:30 Venue : StoneX Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,49_59_40_45_67,5,80_38_70_77_56,3,1_11_41,1,34,4,41_46_60_68,5,39_57_77_81_70,42 - 38
960 kg (120.00 kg),27 ans,26 ans,201 cm,England : 53% (8/15) Scotland : 13% (2/15) Australia : 7% (1/15) Wales : 7% (1/15) Zimbabwe : 7% (1/15) South Africa : 7% (1/15) Ireland : 7% (1/15),England : 57% (13/23) Scotland : 9% (2/23) Wales : 9% (2/23) Ireland : 9% (2/23) Australia : 4% (1/23) Zimbabwe : 4% (1/23) South Africa : 4% (1/23) Argentina : 4% (1/23),Exeter,917 kg (114.63 kg),28 ans,26 ans,201 cm,England : 73% (11/15) South Africa : 20% (3/15) Australia : 7% (1/15),England : 65% (15/23) South Africa : 22% (5/23) Australia : 4% (1/23) New Zealand : 4% (1/23) Italy : 4% (1/23),Harlequins," Date :  Saturday, June 4, 2022 Kick Off : 16:00 Venue : Sandy Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",7,18_36_45_53_23_68_78,6,9_33_20_50_63_59,0,,0,,6,19_25_46_55_69_79,4,10_34_51_65,47 - 38
927 kg (115.88 kg),26 ans,25 ans,206 cm,South Africa : 60% (9/15) England : 33% (5/15) Scotland : 7% (1/15),England : 43% (10/23) South Africa : 43% (10/23) Scotland : 9% (2/23) Canada : 4% (1/23),Sale,924 kg (115.50 kg),30 ans,26 ans,201 cm,England : 33% (5/15) New Zealand : 20% (3/15) Wales : 20% (3/15) Samoa : 13% (2/15) Scotland : 7% (1/15) Australia : 7% (1/15),England : 39% (9/23) Wales : 17% (4/23) New Zealand : 13% (3/23) Samoa : 9% (2/23) Scotland : 4% (1/23) Australia : 4% (1/23) Ireland : 4% (1/23) Spain : 4% (1/23) Fiji : 4% (1/23),Bristol," Date :  Saturday, June 4, 2022 Kick Off : 16:00 Venue : AJ Bell Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,17_23_40_62_68_7,3,50_70_74,0,,0,,4,9_18_24_41,2,51_71,42 - 19
906 kg (113.25 kg),29 ans,27 ans,198 cm,England : 33% (5/15) Georgia : 13% (2/15) Argentina : 13% (2/15) Australia : 13% (2/15) Russia : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15) Wales : 7% (1/15),England : 48% (11/23) Argentina : 13% (3/23) Georgia : 9% (2/23) Australia : 9% (2/23) Scotland : 9% (2/23) Russia : 4% (1/23) South Africa : 4% (1/23) Wales : 4% (1/23),Gloucester,921 kg (115.13 kg),27 ans,24 ans,201 cm,England : 47% (7/15) Scotland : 20% (3/15) Fiji : 7% (1/15) Tonga : 7% (1/15) Namibia : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),England : 57% (13/23) Scotland : 13% (3/23) South Africa : 9% (2/23) Fiji : 4% (1/23) Tonga : 4% (1/23) Namibia : 4% (1/23) New Zealand : 4% (1/23) Wales : 4% (1/23),Saracens," Date :  Saturday, June 4, 2022 Kick Off : 16:00 Venue : Kingsholm Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",8,8_43_18_49_67_31_57_70,1,59,0,,0,,7,9_19_32_50_58_68_72,1,60,54 - 7
920 kg (115.00 kg),28 ans,26 ans,200 cm,England : 53% (8/15) South Africa : 20% (3/15) Wales : 13% (2/15) Scotland : 7% (1/15) Ireland : 7% (1/15),England : 61% (14/23) Scotland : 13% (3/23) South Africa : 13% (3/23) Wales : 9% (2/23) Ireland : 4% (1/23),Worcester,912 kg (114.00 kg),26 ans,26 ans,198 cm,England : 80% (12/15) South Africa : 7% (1/15) Tonga : 7% (1/15) Fiji : 7% (1/15),England : 70% (16/23) South Africa : 9% (2/23) Tonga : 9% (2/23) Fiji : 4% (1/23) Russia : 4% (1/23) Zimbabwe : 4% (1/23),Bath," Date :  Saturday, June 4, 2022 Kick Off : 16:00 Venue : Sixways Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,60_3_43_51_54_76,4,48_32_18_22,1,30,1,46,5,4_44_52_56_77,2,23_33,43 - 27
958 kg (119.75 kg),27 ans,28 ans,200 cm,England : 80% (12/15) South Africa : 13% (2/15) Argentina : 7% (1/15),England : 74% (17/23) South Africa : 9% (2/23) Argentina : 4% (1/23) Samoa : 4% (1/23) Wales : 4% (1/23) Fiji : 4% (1/23),Leicester,956 kg (119.50 kg),28 ans,27 ans,201 cm,England : 87% (13/15) New Zealand : 13% (2/15),England : 78% (18/23) New Zealand : 9% (2/23) Tonga : 9% (2/23) Scotland : 4% (1/23),Wasps," Date :  Saturday, June 4, 2022 Kick Off : 16:00 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,2_61,1,68,2,67_73,1,48,2,2_62,1,69,20 - 10
919 kg (114.88 kg),29 ans,26 ans,207 cm,England : 73% (11/15) Fiji : 13% (2/15) Wales : 7% (1/15) New Zealand : 7% (1/15),England : 65% (15/23) South Africa : 13% (3/23) Fiji : 9% (2/23) Wales : 4% (1/23) New Zealand : 4% (1/23) Samoa : 4% (1/23),Northampton,936 kg (117.00 kg),28 ans,27 ans,204 cm,England : 60% (9/15) Argentina : 13% (2/15) Ireland : 7% (1/15) Australia : 7% (1/15) Scotland : 7% (1/15) Fiji : 7% (1/15),England : 61% (14/23) Ireland : 9% (2/23) Fiji : 9% (2/23) Argentina : 9% (2/23) Australia : 4% (1/23) Scotland : 4% (1/23) Samoa : 4% (1/23),Newcastle," Date :  Saturday, June 4, 2022 Kick Off : 16:00 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",9,8_22_18_78_32_41_62_67_59,3,27_56_53,1,3,0,,6,19_23_33_42_74_79,2,28_57,65 - 26
938 kg (117.25 kg),29 ans,28 ans,198 cm,England : 53% (8/15) New Zealand : 13% (2/15) South Africa : 7% (1/15) Scotland : 7% (1/15) Samoa : 7% (1/15) Australia : 7% (1/15) Wales : 7% (1/15),England : 52% (12/23) New Zealand : 9% (2/23) South Africa : 9% (2/23) Scotland : 9% (2/23) Samoa : 4% (1/23) Australia : 4% (1/23) Wales : 4% (1/23) Tonga : 4% (1/23) Fiji : 4% (1/23),Saracens,917 kg (114.63 kg),28 ans,27 ans,201 cm,England : 73% (11/15) South Africa : 20% (3/15) Scotland : 7% (1/15),England : 65% (15/23) South Africa : 22% (5/23) Scotland : 4% (1/23) New Zealand : 4% (1/23) Italy : 4% (1/23),Harlequins," Date :  Saturday, June 11, 2022 Kick Off : 14:30 Venue : StoneX Stadium Tournament : Premiership Round : Semi-finals  All times shown are french time,refresh to see your local time. ",5,22_40_78_52_34,3,2_18_65,1,8,0,,3,34_41_80,1,19,34 - 17
929 kg (116.13 kg),28 ans,26 ans,197 cm,England : 60% (9/15) Argentina : 13% (2/15) South Africa : 13% (2/15) Wales : 7% (1/15) Ireland : 7% (1/15),England : 65% (15/23) Argentina : 9% (2/23) South Africa : 9% (2/23) Wales : 4% (1/23) Ireland : 4% (1/23) Samoa : 4% (1/23) Fiji : 4% (1/23),Leicester,947 kg (118.38 kg),27 ans,27 ans,207 cm,England : 60% (9/15) Fiji : 13% (2/15) South Africa : 13% (2/15) Wales : 7% (1/15) New Zealand : 7% (1/15),England : 65% (15/23) South Africa : 13% (3/23) Fiji : 9% (2/23) Wales : 4% (1/23) New Zealand : 4% (1/23) Ireland : 4% (1/23),Northampton," Date :  Saturday, June 11, 2022 Kick Off : 17:30 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : Semi-finals  All times shown are french time,refresh to see your local time. ",2,51_68,1,47,4,21_32_63_79,3,6_43_58,1,52,0,,27 - 14
927 kg (115.88 kg),27 ans,29 ans,200 cm,England : 67% (10/15) Argentina : 13% (2/15) South Africa : 13% (2/15) Wales : 7% (1/15),England : 70% (16/23) Argentina : 9% (2/23) South Africa : 9% (2/23) Wales : 4% (1/23) Samoa : 4% (1/23) Scotland : 4% (1/23),Leicester,942 kg (117.75 kg),28 ans,28 ans,201 cm,England : 60% (9/15) New Zealand : 13% (2/15) South Africa : 7% (1/15) Samoa : 7% (1/15) Australia : 7% (1/15) Wales : 7% (1/15),England : 57% (13/23) New Zealand : 9% (2/23) South Africa : 9% (2/23) Samoa : 4% (1/23) Australia : 4% (1/23) Wales : 4% (1/23) Tonga : 4% (1/23) Fiji : 4% (1/23) Scotland : 4% (1/23),Saracens," Date :  Saturday, June 18, 2022 Kick Off : 16:00 Venue : Twickenham Tournament : Premiership Round : Final  All times shown are french time,refresh to see your local time. ",2,26_34,0,,0,,4,4_63_75_30,1,27,0,,15 - 12
