match_date_,Home team,Away team,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,competition,round_stage,pkey,home_score,away_score,score_diff,home_pack_weight,away_pack_weight,home_forwards_ages,home_backs_ages,away_forwards_ages,away_backs_ages
2023-12-09,MUNSTER,BAYONNE,2.0,20_9,2.0,75_46,1.0,54,1.0,4,2.0,10_20,2.0,47_76,champions-cup,pool stage,MUNSTER_BAYONNE_2023-12-09,17,17,0,903,939,27,26,27,27
2023-12-09,BRISTOL,LYON,5.0,29_22_47_3_53,6.0,9_64_76_6_57_69,0.0,,0.0,,4.0,4_23_30_48,1.0,64,champions-cup,pool stage,BRISTOL_LYON_2023-12-09,36,34,2,911,936,28,27,24,26
2023-12-09,BULLS,SARACENS,3.0,38_2_47,2.0,61_71,2.0,10_20,2.0,5_22,3.0,3_39_48,0.0,,champions-cup,pool stage,BULLS_SARACENS_2023-12-09,27,16,11,901,936,26,27,28,28
2023-12-10,SALE,PARIS,3.0,62_73_52,1.0,25,3.0,13_39_49,0.0,,2.0,64_74,0.0,,champions-cup,pool stage,SALE_PARIS_2023-12-10,28,5,23,909,918,28,27,26,26
2023-12-10,LEICESTER,STORMERS,4.0,64_13_46_81,2.0,28_39,3.0,5_41_57,3.0,11_61_68,3.0,14_48_65,2.0,29_41,champions-cup,pool stage,LEICESTER_STORMERS_2023-12-10,35,26,9,928,904,28,28,28,26
2023-12-10,LA ROCHELLE,LEINSTER,0.0,,1.0,11,3.0,2_36_51,3.0,40_59_80,0.0,,1.0,12,champions-cup,pool stage,LA ROCHELLE_LEINSTER_2023-12-10,9,16,-7,934,923,28,28,26,28
2023-12-10,RACING 92,HARLEQUINS,4.0,57_14_41_39,4.0,60_21_24_64,0.0,,0.0,,4.0,15_40_42_58,4.0,21_25_61_66,champions-cup,pool stage,RACING 92_HARLEQUINS_2023-12-10,28,31,-3,885,931,27,28,26,26
2023-12-15,NORTHAMPTON,TOULON,4.0,6_28_57_77,2.0,65_54,0.0,,2.0,5_62,1.0,78,0.0,,champions-cup,pool stage,NORTHAMPTON_TOULON_2023-12-15,22,19,3,938,902,28,24,28,25
2023-12-15,BAYONNE,GLASGOW,1.0,33,2.0,37_56,2.0,27_49,0.0,,0.0,,1.0,38,champions-cup,pool stage,BAYONNE_GLASGOW_2023-12-15,11,12,-1,911,919,28,26,27,26
2023-12-16,SARACENS,CONNACHT,8.0,32_40_7_54_42_63_56_70,5.0,81_24_12_66_61,3.0,19_38_51,1.0,28,3.0,43_55_64,4.0,13_25_61_82,champions-cup,pool stage,SARACENS_CONNACHT_2023-12-16,55,36,19,931,898,29,28,26,28
2023-12-16,LEINSTER,SALE,5.0,61_39_42_56_69,3.0,78_24_80,2.0,14_30,2.0,3_17,3.0,56_63_70,3.0,26_79_81,champions-cup,pool stage,LEINSTER_SALE_2023-12-16,37,27,10,917,906,26,28,27,24
2023-12-16,LYON,BULLS,4.0,38_45_22_61,3.0,67_1_27,0.0,,3.0,11_34_42,2.0,23_62,2.0,2_68,champions-cup,pool stage,LYON_BULLS_2023-12-16,29,28,1,955,902,28,27,25,26
2023-12-16,BORDEAUX,BRISTOL,5.0,4_16_55_32_66,2.0,62_73,1.0,2,1.0,15,4.0,5_33_56_67,2.0,63_74,champions-cup,pool stage,BORDEAUX_BRISTOL_2023-12-16,36,17,19,937,899,29,27,27,24
2023-12-16,CARDIFF,BATH,3.0,43_4_19,4.0,29_22_14_7,2.0,18_27,1.0,53,3.0,5_20_44,3.0,24_30_71,champions-cup,pool stage,CARDIFF_BATH_2023-12-16,32,39,-7,897,929,24,26,29,28
2023-12-16,ULSTER,RACING 92,4.0,3_46_36_22,3.0,55_65_29,1.0,69,0.0,,4.0,4_23_38_48,0.0,,champions-cup,pool stage,ULSTER_RACING 92_2023-12-16,31,15,16,932,894,30,26,30,26
2023-12-16,STORMERS,LA ROCHELLE,2.0,51_78,2.0,45_6,3.0,35_40_43,2.0,2_37,1.0,80,2.0,7_46,champions-cup,pool stage,STORMERS_LA ROCHELLE_2023-12-16,21,20,1,893,934,29,27,28,28
2023-12-17,PARIS,LEICESTER,3.0,15_40_61,3.0,7_44_53,1.0,38,2.0,57_66,3.0,16_42_62,3.0,8_46_54,champions-cup,pool stage,PARIS_LEICESTER_2023-12-17,24,27,-3,920,927,28,26,28,26
2023-12-17,EXETER,MUNSTER,4.0,15_78_64_62,4.0,22_36_6_49,2.0,26_45,0.0,,3.0,16_63_66,2.0,7_37,champions-cup,pool stage,EXETER_MUNSTER_2023-12-17,32,24,8,934,897,25,26,28,25
2023-12-17,HARLEQUINS,TOULOUSE,3.0,9_39_47,7.0,35_76_42_6_50_11_73,0.0,,0.0,,2.0,10_48,6.0,7_13_36_43_52_75,champions-cup,pool stage,HARLEQUINS_TOULOUSE_2023-12-17,19,47,-28,915,951,29,25,29,26
2023-12-22,NEWCASTLE,BRISTOL,1.0,82,3.0,17_68_76,2.0,42_49,0.0,,1.0,83,3.0,17_69_76,premiership,pool stage,NEWCASTLE_BRISTOL_2023-12-22,13,21,-8,908,911,27,26,28,27
2023-12-22,BORDEAUX,LYON,6.0,54_34_43_80_50_66,1.0,23,2.0,3_18,1.0,29,5.0,44_51_55_67_81,1.0,24,top-14,pool stage,BORDEAUX_LYON_2023-12-22,46,10,36,952,938,26,27,27,26
2023-12-22,GLASGOW,EDINBURGH,3.0,73_17_66,1.0,33,1.0,5,1.0,46,2.0,67_74,1.0,33,urc,pool stage,GLASGOW_EDINBURGH_2023-12-22,22,10,12,930,915,28,27,30,27
2023-12-22,SALE,SARACENS,3.0,17_43_47,2.0,40_65,1.0,64,2.0,10_57,2.0,18_49,2.0,41_66,premiership,pool stage,SALE_SARACENS_2023-12-22,22,20,2,913,931,29,26,29,27
2023-12-22,PERPIGNAN,BAYONNE,6.0,6_28_35_69_57_15,1.0,22,0.0,,1.0,11,3.0,16_35_70,1.0,23,top-14,pool stage,PERPIGNAN_BAYONNE_2023-12-22,36,10,26,958,946,28,29,27,28
2023-12-22,ULSTER,CONNACHT,2.0,2_19,3.0,59_8_68,2.0,50_65,0.0,,2.0,3_20,2.0,10_69,urc,pool stage,ULSTER_CONNACHT_2023-12-22,20,19,1,903,890,29,27,27,27
2023-12-23,TOULOUSE,TOULON,3.0,34_66_25,2.0,21_10,2.0,54_73,1.0,57,2.0,35_67,2.0,11_22,top-14,pool stage,TOULOUSE_TOULON_2023-12-23,25,17,8,958,927,28,27,28,26
2023-12-23,BATH,HARLEQUINS,4.0,42_73_1_47,3.0,51_81_4,1.0,33,0.0,,1.0,49,1.0,52,premiership,pool stage,BATH_HARLEQUINS_2023-12-23,25,17,8,944,933,29,28,29,25
2023-12-23,GLOUCESTER,NORTHAMPTON,4.0,29_46_44_52,5.0,23_39_8_4_64,1.0,58,0.0,,3.0,30_46_53,3.0,5_40_65,premiership,pool stage,GLOUCESTER_NORTHAMPTON_2023-12-23,29,31,-2,914,929,30,26,27,25
2023-12-23,STORMERS,BULLS,2.0,24_59,3.0,12_16_51,3.0,4_19_44,1.0,72,2.0,25_60,1.0,52,urc,pool stage,STORMERS_BULLS_2023-12-23,26,20,6,899,901,29,28,26,26
2023-12-23,ZEBRE,BENETTON,3.0,2_80_60,4.0,12_37_25_43,1.0,9,1.0,76,3.0,4_61_81,4.0,13_26_38_44,urc,pool stage,ZEBRE_BENETTON_2023-12-23,24,31,-7,905,884,26,26,25,26
2023-12-23,PAU,CLERMONT,3.0,21_50_79,1.0,58,1.0,18,2.0,38_66,2.0,22_51,0.0,,top-14,pool stage,PAU_CLERMONT_2023-12-23,22,11,11,903,911,28,26,27,28
2023-12-23,EXETER,LEICESTER,3.0,6_38_80,2.0,56_69,1.0,50,0.0,,2.0,7_39,0.0,,premiership,pool stage,EXETER_LEICESTER_2023-12-23,29,10,19,934,936,26,25,27,28
2023-12-23,RACING 92,OYONNAX,10.0,49_43_58_82_53_32_40_45_73_65,1.0,78,0.0,,1.0,13,8.0,33_40_44_46_50_66_74_83,1.0,79,top-14,pool stage,RACING 92_OYONNAX_2023-12-23,66,10,56,894,907,27,27,28,28
2023-12-23,MONTPELLIER,CASTRES,3.0,23_3_36,2.0,31_45,3.0,15_51_75,3.0,7_13_54,3.0,4_24_37,1.0,32,top-14,pool stage,MONTPELLIER_CASTRES_2023-12-23,30,21,9,941,933,29,27,31,26
2023-12-23,PARIS,LA ROCHELLE,2.0,23_63,1.0,70,2.0,32_48,2.0,13_59,1.0,24,1.0,71,top-14,pool stage,PARIS_LA ROCHELLE_2023-12-23,18,13,5,933,913,29,26,27,26
2023-12-26,CARDIFF,DRAGONS,9.0,2_10_47_22_30_17_35_14_76,2.0,7_51,0.0,,0.0,,5.0,3_11_15_23_37,2.0,7_52,urc,pool stage,CARDIFF_DRAGONS_2023-12-26,55,21,34,913,915,24,26,28,27
2023-12-26,SCARLETS,OSPREYS,1.0,41,3.0,48_81_74,2.0,68_79,1.0,59,0.0,,2.0,49_82,urc,pool stage,SCARLETS_OSPREYS_2023-12-26,11,25,-14,916,904,26,26,25,25
2023-12-26,MUNSTER,LEINSTER,0.0,,0.0,,1.0,51,3.0,1_15_80,0.0,,0.0,,urc,pool stage,MUNSTER_LEINSTER_2023-12-26,3,9,-6,903,921,26,26,27,26
2023-12-29,BRISTOL,EXETER,2.0,11_36,4.0,6_40_21_75,0.0,,0.0,,2.0,12_37,2.0,7_76,premiership,pool stage,BRISTOL_EXETER_2023-12-29,14,24,-10,909,924,29,27,24,25
2023-12-29,CLERMONT,BORDEAUX,4.0,37_17_62_46,4.0,10_26_73_79,3.0,29_67_77,4.0,19_23_32_48,3.0,18_47_63,4.0,11_27_74_80,top-14,pool stage,CLERMONT_BORDEAUX_2023-12-29,35,40,-5,912,964,29,27,30,26
2023-12-29,OYONNAX,PAU,3.0,39_80_26,1.0,31,5.0,15_45_62_65_71,2.0,19_56,2.0,40_81,1.0,32,top-14,pool stage,OYONNAX_PAU_2023-12-29,34,13,21,919,891,30,28,29,27
2023-12-30,HARLEQUINS,GLOUCESTER,5.0,43_23_54_7_19,2.0,51_11,0.0,,0.0,,2.0,44_55,2.0,13_52,premiership,pool stage,HARLEQUINS_GLOUCESTER_2023-12-30,32,26,6,926,903,29,26,30,25
2023-12-30,NORTHAMPTON,SALE,2.0,65_52,2.0,47_37,0.0,,0.0,,2.0,53_66,2.0,38_47,premiership,pool stage,NORTHAMPTON_SALE_2023-12-30,21,17,4,929,917,27,26,28,25
2023-12-30,SARACENS,NEWCASTLE,4.0,70_10_46_29,1.0,16,2.0,23_44,4.0,1_20_41_45,2.0,30_48,1.0,17,premiership,pool stage,SARACENS_NEWCASTLE_2023-12-30,37,19,18,905,922,26,27,26,27
2023-12-30,STORMERS,SHARKS,1.0,15,2.0,57_36,3.0,32_45_60,1.0,52,1.0,17,1.0,58,urc,pool stage,STORMERS_SHARKS_2023-12-30,16,15,1,897,879,29,28,26,27
2023-12-30,EDINBURGH,GLASGOW,2.0,71_26,2.0,3_59,3.0,52_64_76,0.0,,0.0,,2.0,4_60,urc,pool stage,EDINBURGH_GLASGOW_2023-12-30,19,14,5,921,915,30,27,28,27
2023-12-30,BENETTON,ZEBRE,6.0,3_44_58_12_38_62,2.0,55_22,0.0,,0.0,,3.0,4_13_59,2.0,23_56,urc,pool stage,BENETTON_ZEBRE_2023-12-30,36,14,22,899,904,25,26,27,24
2023-12-30,LYON,MONTPELLIER,1.0,23,2.0,27_36,2.0,7_53,2.0,19_43,1.0,24,1.0,37,top-14,pool stage,LYON_MONTPELLIER_2023-12-30,20,18,2,905,911,26,26,25,27
2023-12-30,BAYONNE,RACING 92,3.0,74_61_81,2.0,41_15,2.0,12_42,3.0,8_45_67,3.0,62_75_82,2.0,16_42,top-14,pool stage,BAYONNE_RACING 92_2023-12-30,27,23,4,950,896,27,27,28,25
2023-12-30,TOULON,PARIS,1.0,75,1.0,47,4.0,4_13_44_69,0.0,,1.0,76,0.0,,top-14,pool stage,TOULON_PARIS_2023-12-30,19,5,14,910,917,28,27,27,28
2023-12-30,LA ROCHELLE,TOULOUSE,3.0,39_43_50,1.0,82,1.0,35,1.0,33,2.0,40_44,0.0,,top-14,pool stage,LA ROCHELLE_TOULOUSE_2023-12-30,29,8,21,938,932,29,27,28,25
2023-12-31,CASTRES,PERPIGNAN,1.0,5,2.0,28_84,2.0,17_66,1.0,35,1.0,6,2.0,29_85,top-14,pool stage,CASTRES_PERPIGNAN_2023-12-31,13,17,-4,942,933,28,28,29,28
2023-12-31,LEICESTER,BATH,4.0,32_35_13_24,3.0,3_80_74,0.0,,1.0,41,4.0,14_25_33_36,2.0,4_74,premiership,pool stage,LEICESTER_BATH_2023-12-31,35,22,13,924,935,27,28,31,24
2024-01-01,LEINSTER,ULSTER,3.0,11_61_23,3.0,4_34_7,0.0,,1.0,55,3.0,12_24_63,2.0,5_36,urc,pool stage,LEINSTER_ULSTER_2024-01-01,21,22,-1,913,910,26,27,29,28
2024-01-01,DRAGONS,SCARLETS,1.0,35,2.0,20_68,2.0,4_48,0.0,,1.0,36,1.0,21,urc,pool stage,DRAGONS_SCARLETS_2024-01-01,13,12,1,903,918,29,25,26,27
2024-01-01,OSPREYS,CARDIFF,3.0,57_7_76,2.0,19_15,1.0,63,3.0,27_33_52,1.0,59,1.0,20,urc,pool stage,OSPREYS_CARDIFF_2024-01-01,27,21,6,908,921,26,25,27,26
2024-01-01,CONNACHT,MUNSTER,1.0,76,0.0,,5.0,16_45_59_66_71,3.0,22_31_57,1.0,78,0.0,,urc,pool stage,CONNACHT_MUNSTER_2024-01-01,22,9,13,910,907,28,27,27,26
2024-01-05,NEWCASTLE,HARLEQUINS,0.0,,4.0,46_55_28_1,1.0,36,0.0,,0.0,,2.0,47_56,premiership,pool stage,NEWCASTLE_HARLEQUINS_2024-01-05,3,24,-21,913,901,26,27,27,25
2024-01-05,SALE,BRISTOL,2.0,30_66,3.0,6_17_41,0.0,,1.0,73,2.0,31_67,2.0,6_18,premiership,pool stage,SALE_BRISTOL_2024-01-05,14,22,-8,919,914,29,25,29,26
2024-01-06,EXETER,NORTHAMPTON,5.0,5_23_17_13_71,6.0,30_80_31_57_62_53,1.0,60,0.0,,4.0,6_18_25_72,6.0,30_32_54_58_63_81,premiership,pool stage,EXETER_NORTHAMPTON_2024-01-06,36,42,-6,945,932,26,24,26,25
2024-01-06,LEICESTER,SARACENS,3.0,33_10_60,1.0,19,0.0,,1.0,23,2.0,34_61,1.0,20,premiership,pool stage,LEICESTER_SARACENS_2024-01-06,19,10,9,924,893,27,28,26,28
2024-01-06,TOULOUSE,LYON,7.0,11_46_81_31_64_58_69,0.0,,0.0,,0.0,,5.0,32_47_59_65_70,0.0,,top-14,pool stage,TOULOUSE_LYON_2024-01-06,45,0,45,950,900,28,26,26,26
2024-01-06,PARIS,CLERMONT,2.0,39_80,1.0,46,0.0,,3.0,14_57_72,2.0,40_81,0.0,,top-14,pool stage,PARIS_CLERMONT_2024-01-06,14,14,0,941,900,28,27,28,27
2024-01-06,BORDEAUX,BAYONNE,3.0,23_4_74,2.0,62_17,1.0,15,3.0,6_26_65,3.0,5_24_75,2.0,18_63,top-14,pool stage,BORDEAUX_BAYONNE_2024-01-06,24,23,1,955,948,27,26,30,26
2024-01-06,PERPIGNAN,OYONNAX,3.0,19_15_56,2.0,40_76,2.0,69_78,0.0,,3.0,16_20_57,1.0,41,top-14,pool stage,PERPIGNAN_OYONNAX_2024-01-06,27,12,15,933,912,26,31,29,28
2024-01-06,PAU,LA ROCHELLE,1.0,40,2.0,47_79,5.0,3_24_28_50_68,5.0,7_10_15_43_59,0.0,,2.0,48_80,top-14,pool stage,PAU_LA ROCHELLE_2024-01-06,20,29,-9,928,941,29,27,28,26
2024-01-06,SHARKS,LIONS,2.0,32_21,1.0,76,1.0,12,2.0,8_59,1.0,22,1.0,78,urc,pool stage,SHARKS_LIONS_2024-01-06,18,20,-2,909,949,27,27,25,25
2024-01-06,RACING 92,CASTRES,4.0,15_2_45_55,2.0,57_79,1.0,65,6.0,4_28_34_37_43_61,2.0,16_56,1.0,80,top-14,pool stage,RACING 92_CASTRES_2024-01-06,34,30,4,903,910,28,27,26,27
2024-01-07,BATH,GLOUCESTER,3.0,40_30_61,1.0,6,0.0,,1.0,33,1.0,42,1.0,6,premiership,pool stage,BATH_GLOUCESTER_2024-01-07,17,10,7,921,909,29,27,30,26
2024-01-07,MONTPELLIER,TOULON,3.0,54_71_8,1.0,74,2.0,24_34,4.0,11_21_51_62,3.0,9_55_72,0.0,,top-14,pool stage,MONTPELLIER_TOULON_2024-01-07,27,17,10,934,922,27,28,27,27
2024-01-12,NORTHAMPTON,BAYONNE,9.0,38_48_31_27_13_20_44_1_70,2.0,76_64,0.0,,0.0,,8.0,2_13_20_28_33_40_49_71,2.0,65_77,champions-cup,pool stage,NORTHAMPTON_BAYONNE_2024-01-12,61,14,47,928,931,28,26,28,26
2024-01-13,BRISTOL,BULLS,3.0,80_19_74,4.0,66_63_14_55,0.0,,1.0,6,1.0,20,4.0,56_64_67_16,champions-cup,pool stage,BRISTOL_BULLS_2024-01-13,17,31,-14,919,942,27,28,25,26
2024-01-13,TOULON,MUNSTER,2.0,53_22,4.0,46_30_59_36,2.0,15_34,1.0,27,1.0,23,3.0,31_37_60,champions-cup,pool stage,TOULON_MUNSTER_2024-01-13,18,29,-11,934,906,29,27,29,27
2024-01-13,EXETER,GLASGOW,2.0,41_62,2.0,27_54,0.0,,1.0,10,2.0,43_77,2.0,28_56,champions-cup,pool stage,EXETER_GLASGOW_2024-01-13,19,17,2,936,930,26,25,26,27
2024-01-13,LYON,CONNACHT,4.0,51_13_74_20,3.0,43_37_7,2.0,27_35,1.0,67,4.0,14_21_52_74,1.0,44,champions-cup,pool stage,LYON_CONNACHT_2024-01-13,34,20,14,928,908,26,25,27,26
2024-01-13,LEINSTER,PARIS,7.0,40_29_46_60_17_44_67,0.0,,0.0,,0.0,,4.0,18_47_61_67,1.0,82,champions-cup,pool stage,LEINSTER_PARIS_2024-01-13,43,7,36,922,921,27,28,25,26
2024-01-13,STORMERS,SALE,4.0,7_32_51_22,3.0,39_26_70,1.0,60,1.0,47,4.0,8_23_34_52,3.0,27_40_72,champions-cup,pool stage,STORMERS_SALE_2024-01-13,31,24,7,895,910,28,28,28,25
2024-01-13,ULSTER,TOULOUSE,2.0,41_68,7.0,30_52_80_56_34_46_9,1.0,12,1.0,18,3.0,41_62_68,5.0,10_36_48_57_81,champions-cup,pool stage,ULSTER_TOULOUSE_2024-01-13,24,48,-24,920,942,28,29,28,27
2024-01-13,CARDIFF,HARLEQUINS,2.0,6_22,8.0,75_9_34_44_26_37_79_68,1.0,4,0.0,,1.0,23,7.0,10_27_35_39_69_76_80,champions-cup,pool stage,CARDIFF_HARLEQUINS_2024-01-13,15,54,-39,901,908,26,26,27,25
2024-01-14,BATH,RACING 92,4.0,34_59_71_62,3.0,42_17_52,1.0,12,2.0,7_67,3.0,60_63_72,2.0,18_43,champions-cup,pool stage,BATH_RACING 92_2024-01-14,29,25,4,935,893,29,28,29,27
2024-01-14,LA ROCHELLE,LEICESTER,7.0,5_31_42_73_44_67_58,2.0,37_79,0.0,,0.0,,5.0,6_32_43_46_60,1.0,38,champions-cup,pool stage,LA ROCHELLE_LEICESTER_2024-01-14,45,12,33,946,928,29,28,29,29
2024-01-14,BORDEAUX,SARACENS,8.0,20_51_7_80_43_34_56_11,2.0,62_61,0.0,,1.0,4,5.0,52_57_8_12_78,1.0,61,champions-cup,pool stage,BORDEAUX_SARACENS_2024-01-14,55,15,40,925,912,28,26,27,28
2024-01-19,GLASGOW,TOULON,5.0,21_82_30_63_59,1.0,47,0.0,,0.0,,2.0,31_61,0.0,,champions-cup,pool stage,GLASGOW_TOULON_2024-01-19,29,5,24,932,895,27,26,26,27
2024-01-19,CONNACHT,BRISTOL,4.0,32_7_45_19,0.0,,1.0,78,1.0,31,2.0,20_46,0.0,,champions-cup,pool stage,CONNACHT_BRISTOL_2024-01-19,27,10,17,889,925,28,28,28,28
2024-01-20,MUNSTER,NORTHAMPTON,3.0,41_48_37,2.0,18_70,2.0,31_63,3.0,42_55_66,1.0,38,2.0,18_71,champions-cup,pool stage,MUNSTER_NORTHAMPTON_2024-01-20,23,26,-3,912,932,28,26,28,26
2024-01-20,RACING 92,CARDIFF,7.0,24_17_31_46_42_75_49,4.0,7_37_63_71,1.0,4,0.0,,5.0,18_43_47_50_76,3.0,8_64_72,champions-cup,pool stage,RACING 92_CARDIFF_2024-01-20,48,26,22,896,904,29,27,24,27
2024-01-20,PARIS,STORMERS,3.0,45_0_26,4.0,15_9_71_57,1.0,12,0.0,,1.0,27,2.0,58_72,champions-cup,pool stage,PARIS_STORMERS_2024-01-20,20,24,-4,887,907,27,27,29,26
2024-01-20,SARACENS,LYON,5.0,43_55_68_3_74,3.0,14_39_45,2.0,48_64,1.0,25,4.0,44_56_68_76,3.0,15_40_46,champions-cup,pool stage,SARACENS_LYON_2024-01-20,39,24,15,922,900,28,27,24,27
2024-01-20,LEICESTER,LEINSTER,1.0,9,4.0,43_28_84_33,1.0,20,1.0,22,1.0,10,2.0,29_44,champions-cup,pool stage,LEICESTER_LEINSTER_2024-01-20,10,27,-17,932,912,28,28,27,28
2024-01-20,HARLEQUINS,ULSTER,5.0,72_47_58_4_64,3.0,14_78_70,0.0,,0.0,,6.0,5_26_34_48_66_73,2.0,15_70,champions-cup,pool stage,HARLEQUINS_ULSTER_2024-01-20,47,19,28,914,915,27,26,27,28
2024-01-20,BULLS,BORDEAUX,6.0,6_26_52_16_39_42,6.0,33_59_49_13_54_66,2.0,64_74,0.0,,5.0,7_17_26_43_53,4.0,14_34_50_55,champions-cup,pool stage,BULLS_BORDEAUX_2024-01-20,46,40,6,900,934,24,27,29,27
2024-01-21,BAYONNE,EXETER,6.0,18_33_31_1_64_68,3.0,12_44_41,0.0,,0.0,,5.0,2_32_34_65_69,1.0,14,champions-cup,pool stage,BAYONNE_EXETER_2024-01-21,40,17,23,921,930,27,25,25,25
2024-01-21,TOULOUSE,BATH,4.0,5_8_76_67,3.0,13_22_38,0.0,,0.0,,2.0,10_77,2.0,14_40,champions-cup,pool stage,TOULOUSE_BATH_2024-01-21,31,19,12,944,931,29,27,29,27
2024-01-21,SALE,LA ROCHELLE,3.0,76_58_66,4.0,46_42_8_71,0.0,,3.0,13_37_41,2.0,67_77,4.0,9_43_47_73,champions-cup,pool stage,SALE_LA ROCHELLE_2024-01-21,24,37,-13,919,943,27,27,29,28
2024-01-26,HARLEQUINS,LEICESTER,3.0,58_37_78,2.0,27_63,0.0,,2.0,15_70,2.0,38_59,2.0,28_64,premiership,pool stage,HARLEQUINS_LEICESTER_2024-01-26,19,20,-1,912,936,27,26,29,27
2024-01-27,BRISTOL,BATH,8.0,6_9_43_50_17_31_22_78,5.0,26_63_48_1_40,1.0,73,2.0,15_77,7.0,10_18_23_32_44_51_79,3.0,27_49_64,premiership,pool stage,BRISTOL_BATH_2024-01-27,57,44,13,928,938,28,28,30,27
2024-01-27,BORDEAUX,PARIS,3.0,17_26_57,3.0,33_76_37,3.0,11_14_29,3.0,6_20_53,1.0,27,3.0,34_38_77,top-14,pool stage,BORDEAUX_PARIS_2024-01-27,26,30,-4,962,894,29,27,29,28
2024-01-27,BAYONNE,OYONNAX,2.0,60_69,2.0,34_9,3.0,7_22_50,0.0,,1.0,61,2.0,10_35,top-14,pool stage,BAYONNE_OYONNAX_2024-01-27,21,17,4,935,913,27,28,29,29
2024-01-27,CASTRES,CLERMONT,3.0,59_28_68,2.0,20_25,1.0,5,3.0,9_63_73,1.0,29,2.0,21_26,top-14,pool stage,CASTRES_CLERMONT_2024-01-27,20,23,-3,947,917,30,26,30,27
2024-01-27,BULLS,LIONS,3.0,24_58_42,3.0,4_17_62,3.0,12_37_78,2.0,48_73,3.0,25_42_58,2.0,18_63,urc,pool stage,BULLS_LIONS_2024-01-27,30,28,2,891,940,26,27,27,25
2024-01-27,NORTHAMPTON,NEWCASTLE,5.0,33_13_50_62_75,1.0,17,0.0,,2.0,7_29,3.0,14_51_76,1.0,18,premiership,pool stage,NORTHAMPTON_NEWCASTLE_2024-01-27,38,13,25,931,921,29,26,26,27
2024-01-27,TOULON,LA ROCHELLE,1.0,51,1.0,12,6.0,22_26_31_41_54_80,3.0,3_9_30,1.0,52,1.0,13,top-14,pool stage,TOULON_LA ROCHELLE_2024-01-27,25,23,2,921,916,29,27,26,28
2024-01-27,MONTPELLIER,PAU,3.0,6_73_66,2.0,2_76,1.0,39,1.0,28,2.0,7_74,2.0,3_77,top-14,pool stage,MONTPELLIER_PAU_2024-01-27,22,17,5,940,897,29,27,27,25
2024-01-27,LYON,PERPIGNAN,3.0,32_7_63,2.0,46_71,5.0,22_27_48_56_80,1.0,12,3.0,8_33_64,3.0,47_72_76,top-14,pool stage,LYON_PERPIGNAN_2024-01-27,36,24,12,878,940,27,26,26,30
2024-01-27,SARACENS,EXETER,5.0,5_65_79_40_13,3.0,49_25_9,2.0,29_58,1.0,39,3.0,14_42_66,2.0,26_50,premiership,pool stage,SARACENS_EXETER_2024-01-27,40,22,18,925,931,28,27,26,24
2024-01-28,RACING 92,TOULOUSE,2.0,6_75,4.0,48_30_17_76,2.0,22_36,1.0,60,2.0,7_76,2.0,18_49,top-14,pool stage,RACING 92_TOULOUSE_2024-01-28,20,27,-7,898,934,29,26,29,25
2024-01-28,GLOUCESTER,SALE,4.0,19_22_34_5,2.0,14_67,2.0,58_82,2.0,30_56,3.0,6_23_35,2.0,15_68,premiership,pool stage,GLOUCESTER_SALE_2024-01-28,32,20,12,903,916,30,25,30,25
2024-02-03,TOULOUSE,BAYONNE,7.0,47_38_21_25_13_83_79,4.0,18_45_61_36,1.0,74,0.0,,4.0,14_22_26_84,3.0,19_46_62,top-14,pool stage,TOULOUSE_BAYONNE_2024-02-03,46,26,20,934,917,29,25,28,27
2024-02-03,OYONNAX,PARIS,1.0,28,2.0,40_59,4.0,14_34_36_48,3.0,30_65_74,1.0,29,2.0,41_60,top-14,pool stage,OYONNAX_PARIS_2024-02-03,19,23,-4,915,918,29,27,28,28
2024-02-03,CLERMONT,LYON,6.0,24_38_3_9_17_59,3.0,68_40_49,0.0,,0.0,,4.0,10_18_25_39,3.0,41_50_69,top-14,pool stage,CLERMONT_LYON_2024-02-03,38,21,17,930,900,31,27,24,28
2024-02-03,LA ROCHELLE,MONTPELLIER,2.0,59_48,1.0,74,2.0,6_11,1.0,36,1.0,49,1.0,75,top-14,pool stage,LA ROCHELLE_MONTPELLIER_2024-02-03,18,10,8,944,932,27,27,29,28
2024-02-03,PAU,CASTRES,3.0,3_8_26,4.0,39_10_50_17,4.0,48_34_37_63,3.0,56_60_68,3.0,4_9_27,4.0,11_18_40_51,top-14,pool stage,PAU_CASTRES_2024-02-03,33,44,-11,913,904,29,26,26,28
2024-02-03,PERPIGNAN,RACING 92,4.0,24_32_11_80,1.0,29,0.0,,0.0,,3.0,12_25_81,0.0,,top-14,pool stage,PERPIGNAN_RACING 92_2024-02-03,26,5,21,918,897,29,29,28,27
2024-02-04,TOULON,BORDEAUX,4.0,14_40_27_58,4.0,78_2_68_53,2.0,5_72,3.0,10_32_60,3.0,15_41_59,4.0,3_54_69_79,top-14,pool stage,TOULON_BORDEAUX_2024-02-04,32,37,-5,928,951,28,27,31,25
