home_pack_weight_average,home_forwards_average_age,home_backs_average_age,home_tallest_player,home_differents_nationalities_for_starters,home_differents_nationalities_for_all_the_team,home_team,away_pack_weight_average,away_forwards_average_age,away_backs_average_age,away_tallest_player,away_differents_nationalities_for_starters,away_differents_nationalities_for_all_the_team,away_team,stadium,match_date,match_time_french,home_n_tries,home_n_conversions,home_n_pen_kicks,home_n_pen_tries,away_n_tries,away_n_conversions,away_n_pen_kicks,away_n_pen_tries,mins_of_home_tries,mins_of_home_conversions,mins_of_home_pen_kicks,mins_of_home_pen_tries,mins_of_away_tries,mins_of_away_conversions,mins_of_away_pen_kicks,mins_of_away_pen_tries,match_result
941 kg (117.63 kg),27 ans,27 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Bulls,898 kg (112.25 kg),26 ans,27 ans,199 cm,Scotland : 60% (9/15) Australia : 13% (2/15) New Zealand : 13% (2/15) Argentina : 7% (1/15) South Africa : 7% (1/15),Scotland : 61% (14/23) South Africa : 13% (3/23) Australia : 9% (2/23) New Zealand : 9% (2/23) Argentina : 4% (1/23) England : 4% (1/23),Glasgow,Loftus Versfeld,"Saturday, May 11, 2024",14:00,4,4,4,0,4,4,2,0,14_37_23_45,16_24_38_46,33_57_61_77,,6_68_63_71,7_64_68_71,29_80,,40 - 34
934 kg (116.75 kg),29 ans,27 ans,203 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 91% (21/23) Congo : 4% (1/23) Zimbabwe : 4% (1/23),Sharks,917 kg (114.63 kg),27 ans,26 ans,201 cm,Italy : 60% (9/15) Argentina : 13% (2/15) Zimbabwe : 7% (1/15) England : 7% (1/15) Fiji : 7% (1/15) South Africa : 7% (1/15),Italy : 57% (13/23) Argentina : 13% (3/23) England : 9% (2/23) South Africa : 9% (2/23) Zimbabwe : 4% (1/23) Fiji : 4% (1/23) Nigeria : 4% (1/23),Benetton,Hollywoodbets Kings Park,"Saturday, May 11, 2024",16:05,4,2,0,0,3,2,2,0,23_47_56_13,15_49,,,44_35_77,45_78,3_71,,24 - 25
915 kg (114.38 kg),24 ans,26 ans,200 cm,Wales : 80% (12/15) England : 13% (2/15) New Zealand : 7% (1/15),Wales : 83% (19/23) England : 9% (2/23) New Zealand : 4% (1/23) South Africa : 4% (1/23),Scarlets,912 kg (114.00 kg),27 ans,27 ans,201 cm,Ireland : 73% (11/15) England : 20% (3/15) South Africa : 7% (1/15),Ireland : 78% (18/23) England : 13% (3/23) South Africa : 4% (1/23) Zimbabwe : 4% (1/23),Ulster,Parc y Scarlets,"Saturday, May 11, 2024",16:05,2,2,2,0,4,4,1,0,60_66,61_67,10_26,,53_47_64_42,42_49_55_65,28,,20 - 31
920 kg (115.00 kg),27 ans,26 ans,200 cm,South Africa : 100% (15/15),South Africa : 96% (22/23) Congo : 4% (1/23),Lions,934 kg (116.75 kg),25 ans,25 ans,203 cm,Wales : 73% (11/15) England : 13% (2/15) Argentina : 7% (1/15) South Africa : 7% (1/15),Wales : 74% (17/23) England : 17% (4/23) Argentina : 4% (1/23) South Africa : 4% (1/23),Cardiff,Emirates Airline Park,"Saturday, May 11, 2024",18:15,4,4,2,0,1,1,2,0,7_17_73_78,8_18_74_79,30_42,,47,48,22_59,,34 - 13
920 kg (115.00 kg),31 ans,27 ans,207 cm,Ireland : 87% (13/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),Ireland : 83% (19/23) New Zealand : 9% (2/23) South Africa : 4% (1/23) France : 4% (1/23),Munster,895 kg (111.88 kg),29 ans,27 ans,196 cm,Ireland : 67% (10/15) Australia : 13% (2/15) New Zealand : 13% (2/15) England : 7% (1/15),Ireland : 70% (16/23) New Zealand : 17% (4/23) Australia : 9% (2/23) England : 4% (1/23),Connacht,Thomond Park,"Saturday, May 11, 2024",18:15,7,6,0,0,2,1,0,0,19_79_45_26_72_62_69,19_29_46_63_70_80,,,38_64,39,,,47 - 12
919 kg (114.88 kg),28 ans,27 ans,203 cm,Ireland : 93% (14/15) South Africa : 7% (1/15),Ireland : 87% (20/23) New Zealand : 9% (2/23) South Africa : 4% (1/23),Leinster,892 kg (111.50 kg),26 ans,27 ans,199 cm,Wales : 93% (14/15) England : 7% (1/15),Wales : 78% (18/23) South Africa : 13% (3/23) England : 4% (1/23) Australia : 4% (1/23),Ospreys,RDS Arena,"Saturday, May 11, 2024",20:35,9,8,0,0,2,1,0,1,10_40_2_69_26_53_76_73_79,3_11_27_42_55_69_74_79,,,14_18,14,,18,61 - 14
906 kg (113.25 kg),25 ans,26 ans,202 cm,Italy : 87% (13/15) Argentina : 13% (2/15),Italy : 70% (16/23) Argentina : 22% (5/23) England : 4% (1/23) Tonga : 4% (1/23),Zebre,919 kg (114.88 kg),25 ans,25 ans,200 cm,Wales : 73% (11/15) England : 13% (2/15) Scotland : 7% (1/15) New Zealand : 7% (1/15),Wales : 78% (18/23) England : 9% (2/23) Scotland : 4% (1/23) New Zealand : 4% (1/23) South Africa : 4% (1/23),Scarlets,Stadio Sergio Lanfranchi,"Friday, May 17, 2024",20:35,2,1,2,0,4,3,2,0,51_3,4,23_27,,14_19_30_42,21_31_43,67_71,,18 - 32
923 kg (115.38 kg),31 ans,28 ans,198 cm,South Africa : 27% (4/15) England : 27% (4/15) Scotland : 27% (4/15) Canada : 7% (1/15) Fiji : 7% (1/15) Ireland : 7% (1/15),Scotland : 35% (8/23) England : 26% (6/23) South Africa : 22% (5/23) Canada : 4% (1/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Wales : 4% (1/23),Edinburgh,909 kg (113.63 kg),28 ans,27 ans,198 cm,Ireland : 80% (12/15) New Zealand : 7% (1/15) France : 7% (1/15) England : 7% (1/15),Ireland : 83% (19/23) New Zealand : 4% (1/23) France : 4% (1/23) England : 4% (1/23) South Africa : 4% (1/23),Munster,Hive Stadium,"Friday, May 17, 2024",20:35,2,2,4,0,4,3,1,0,24_65,25_66,6_12_22_49,,53_42_17_35,36_43_54,69,,26 - 29
941 kg (117.63 kg),27 ans,27 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Bulls,903 kg (112.88 kg),27 ans,26 ans,201 cm,Italy : 47% (7/15) Argentina : 20% (3/15) New Zealand : 7% (1/15) Zimbabwe : 7% (1/15) England : 7% (1/15) Fiji : 7% (1/15) South Africa : 7% (1/15),Italy : 48% (11/23) Argentina : 22% (5/23) New Zealand : 9% (2/23) Zimbabwe : 4% (1/23) England : 4% (1/23) Fiji : 4% (1/23) South Africa : 4% (1/23) Nigeria : 4% (1/23),Benetton,Loftus Versfeld,"Saturday, May 18, 2024",14:00,9,4,1,0,5,5,0,0,48_24_19_16_53_2_35_56_79,3_17_25_54,72,,39_45_30_63_75,31_40_46_65_76,,,56 - 35
899 kg (112.38 kg),28 ans,26 ans,199 cm,Wales : 87% (13/15) South Africa : 7% (1/15) Australia : 7% (1/15),Wales : 83% (19/23) South Africa : 9% (2/23) Australia : 4% (1/23) England : 4% (1/23),Ospreys,914 kg (114.25 kg),27 ans,25 ans,198 cm,Wales : 93% (14/15) South Africa : 7% (1/15),Wales : 78% (18/23) South Africa : 4% (1/23) Argentina : 4% (1/23) Moldova : 4% (1/23) England : 4% (1/23) New Zealand : 4% (1/23),Dragons,Swansea.com Stadium,"Saturday, May 18, 2024",16:00,4,3,0,0,1,1,2,0,36_42_41_58,37_42_59,,,53,53,4_17,,26 - 13
903 kg (112.88 kg),26 ans,27 ans,200 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 96% (22/23) Congo : 4% (1/23),Lions,887 kg (110.88 kg),26 ans,27 ans,199 cm,Scotland : 60% (9/15) South Africa : 20% (3/15) New Zealand : 13% (2/15) Australia : 7% (1/15),Scotland : 65% (15/23) South Africa : 13% (3/23) New Zealand : 9% (2/23) Australia : 9% (2/23) England : 4% (1/23),Glasgow,Emirates Airline Park,"Saturday, May 18, 2024",16:05,6,4,2,0,3,3,0,0,57_51_33_53_78_61,52_55_58_63,26_74,,46_12_68,13_47_68,,,44 - 21
922 kg (115.25 kg),27 ans,28 ans,201 cm,Ireland : 53% (8/15) Australia : 20% (3/15) New Zealand : 20% (3/15) England : 7% (1/15),Ireland : 61% (14/23) New Zealand : 17% (4/23) Australia : 13% (3/23) England : 4% (1/23) Argentina : 4% (1/23),Connacht,939 kg (117.38 kg),29 ans,26 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Stormers,Dexcom Stadium,"Saturday, May 18, 2024",18:05,2,1,0,0,1,1,3,0,30_59,31,,,50,51,22_67_72,,12 - 16
904 kg (113.00 kg),27 ans,25 ans,203 cm,South Africa : 93% (14/15) Zimbabwe : 7% (1/15),South Africa : 96% (22/23) Zimbabwe : 4% (1/23),Sharks,916 kg (114.50 kg),26 ans,26 ans,201 cm,Wales : 67% (10/15) England : 20% (3/15) Tonga : 7% (1/15) Samoa : 7% (1/15),Wales : 74% (17/23) England : 13% (3/23) Tonga : 4% (1/23) Samoa : 4% (1/23) South Africa : 4% (1/23),Cardiff,Hollywoodbets Kings Park,"Saturday, May 18, 2024",18:15,2,2,0,0,5,4,1,0,24_77,25_77,,,20_33_14_28_72,16_21_29_73,44,,14 - 36
916 kg (114.50 kg),28 ans,27 ans,201 cm,Ireland : 73% (11/15) England : 20% (3/15) South Africa : 7% (1/15),Ireland : 83% (19/23) England : 13% (3/23) South Africa : 4% (1/23),Ulster,915 kg (114.38 kg),29 ans,26 ans,201 cm,Ireland : 87% (13/15) Australia : 7% (1/15) New Zealand : 7% (1/15),Ireland : 91% (21/23) Australia : 4% (1/23) New Zealand : 4% (1/23),Leinster,Kingspan Stadium,"Saturday, May 18, 2024",20:35,2,2,3,0,3,3,0,0,13_57,14_58,32_43_78,,52_28_22,23_29_53,,,23 - 21
931 kg (116.38 kg),28 ans,27 ans,205 cm,Scotland : 67% (10/15) Australia : 13% (2/15) Argentina : 13% (2/15) England : 7% (1/15),Scotland : 65% (15/23) Australia : 9% (2/23) Argentina : 9% (2/23) South Africa : 9% (2/23) England : 4% (1/23) New Zealand : 4% (1/23),Glasgow,906 kg (113.25 kg),25 ans,26 ans,198 cm,Italy : 93% (14/15) Argentina : 7% (1/15),Italy : 74% (17/23) England : 9% (2/23) Argentina : 4% (1/23) New Zealand : 4% (1/23) Serbia : 4% (1/23) Tonga : 4% (1/23),Zebre,Scotstoun Stadium,"Friday, May 31, 2024",20:35,6,4,0,0,2,2,4,0,3_31_65_58_47_79,4_59_65_80,,,48_40,41_50,12_23_61_38,,38 - 26
904 kg (113.00 kg),28 ans,26 ans,200 cm,Ireland : 100% (15/15),Ireland : 91% (21/23) Australia : 4% (1/23) New Zealand : 4% (1/23),Leinster,912 kg (114.00 kg),28 ans,26 ans,201 cm,Ireland : 73% (11/15) Australia : 7% (1/15) England : 7% (1/15) New Zealand : 7% (1/15) Argentina : 7% (1/15),Ireland : 78% (18/23) Australia : 9% (2/23) England : 4% (1/23) New Zealand : 4% (1/23) Argentina : 4% (1/23),Connacht,RDS Arena,"Friday, May 31, 2024",20:35,5,4,0,0,1,1,0,0,8_22_16_73_62,8_17_22_74,,,64,64,,,33 - 7
908 kg (113.50 kg),27 ans,28 ans,200 cm,South Africa : 100% (15/15),South Africa : 96% (22/23) England : 4% (1/23),Stormers,903 kg (112.88 kg),26 ans,27 ans,200 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 96% (22/23) Congo : 4% (1/23),Lions,DHL Stadium,"Saturday, June 1, 2024",13:45,4,3,1,0,2,1,4,0,6_53_23_76,8_54_77,42,,31_18,32,2_10_39_73,,29 - 24
898 kg (112.25 kg),27 ans,26 ans,201 cm,Italy : 40% (6/15) Argentina : 27% (4/15) Zimbabwe : 7% (1/15) New Zealand : 7% (1/15) England : 7% (1/15) Fiji : 7% (1/15) South Africa : 7% (1/15),Italy : 57% (13/23) Argentina : 17% (4/23) England : 9% (2/23) Zimbabwe : 4% (1/23) New Zealand : 4% (1/23) Fiji : 4% (1/23) South Africa : 4% (1/23),Benetton,929 kg (116.13 kg),30 ans,28 ans,198 cm,Scotland : 40% (6/15) South Africa : 20% (3/15) England : 20% (3/15) Canada : 7% (1/15) Fiji : 7% (1/15) Ireland : 7% (1/15),Scotland : 39% (9/23) England : 26% (6/23) South Africa : 17% (4/23) Canada : 4% (1/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Wales : 4% (1/23),Edinburgh,Stadio Comunale di Monigo,"Saturday, June 1, 2024",14:00,5,3,0,0,0,0,2,0,62_66_58_34_6,35_60_63,,,,,24_27,,31 - 6
928 kg (116.00 kg),26 ans,26 ans,198 cm,Wales : 67% (10/15) England : 13% (2/15) New Zealand : 13% (2/15) Scotland : 7% (1/15),Wales : 74% (17/23) England : 9% (2/23) New Zealand : 9% (2/23) Scotland : 4% (1/23) South Africa : 4% (1/23),Scarlets,907 kg (113.38 kg),26 ans,27 ans,198 cm,Wales : 93% (14/15) South Africa : 7% (1/15),Wales : 83% (19/23) South Africa : 4% (1/23) Argentina : 4% (1/23) Moldova : 4% (1/23) New Zealand : 4% (1/23),Dragons,Cardiff City Stadium,"Saturday, June 1, 2024",16:00,4,3,2,0,2,1,1,0,28_37_43_53,29_44_39,14_72,,57_68,69,8,,32 - 15
916 kg (114.50 kg),28 ans,26 ans,203 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 96% (22/23) Congo : 4% (1/23),Sharks,938 kg (117.25 kg),26 ans,27 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Bulls,Hollywoodbets Kings Park,"Saturday, June 1, 2024",16:10,2,2,0,0,4,3,0,0,15_67,16_68,,,29_21_55_76,30_56_78,,,14 - 26
920 kg (115.00 kg),31 ans,28 ans,207 cm,Ireland : 93% (14/15) South Africa : 7% (1/15),Ireland : 91% (21/23) South Africa : 4% (1/23) New Zealand : 4% (1/23),Munster,916 kg (114.50 kg),28 ans,27 ans,201 cm,Ireland : 73% (11/15) England : 20% (3/15) South Africa : 7% (1/15),Ireland : 78% (18/23) England : 13% (3/23) South Africa : 4% (1/23) Zimbabwe : 4% (1/23),Ulster,Thomond Park,"Saturday, June 1, 2024",18:15,4,3,1,0,3,3,1,0,7_58_51_69,9_53_59,77,,16_43_54,18_44_55,22,,29 - 24
926 kg (115.75 kg),25 ans,26 ans,201 cm,Wales : 80% (12/15) England : 7% (1/15) South Africa : 7% (1/15) Samoa : 7% (1/15),Wales : 70% (16/23) England : 13% (3/23) Tonga : 9% (2/23) South Africa : 4% (1/23) Samoa : 4% (1/23),Cardiff,899 kg (112.38 kg),28 ans,26 ans,199 cm,Wales : 87% (13/15) South Africa : 7% (1/15) England : 7% (1/15),Wales : 87% (20/23) South Africa : 9% (2/23) England : 4% (1/23),Ospreys,Cardiff City Stadium,"Saturday, June 1, 2024",18:30,4,3,1,0,5,3,0,1,39_80_8_68,8_69_81,53,,6_48_29_63_76,7_48_64,,76,29 - 33
920 kg (115.00 kg),30 ans,28 ans,207 cm,Ireland : 87% (13/15) South Africa : 7% (1/15) France : 7% (1/15),Ireland : 87% (20/23) South Africa : 4% (1/23) France : 4% (1/23) England : 4% (1/23),Munster,899 kg (112.38 kg),28 ans,26 ans,199 cm,Wales : 87% (13/15) South Africa : 7% (1/15) England : 7% (1/15),Wales : 87% (20/23) South Africa : 9% (2/23) England : 4% (1/23),Ospreys,Thomond Park,"Friday, June 7, 2024",20:35,2,2,3,0,1,1,0,0,17_1,2_18,27_58_61,,4,5,,,23 - 7
932 kg (116.50 kg),27 ans,28 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Bulls,886 kg (110.75 kg),27 ans,27 ans,198 cm,Italy : 40% (6/15) Argentina : 27% (4/15) New Zealand : 7% (1/15) England : 7% (1/15) Fiji : 7% (1/15) Tonga : 7% (1/15) South Africa : 7% (1/15),Italy : 52% (12/23) Argentina : 17% (4/23) England : 9% (2/23) New Zealand : 4% (1/23) Fiji : 4% (1/23) Tonga : 4% (1/23) South Africa : 4% (1/23) Zimbabwe : 4% (1/23),Benetton,Loftus Versfeld,"Saturday, June 8, 2024",15:30,3,3,3,0,3,1,2,0,0_20_61,1_21_62,35_50_74,,57_31_66,59,10_41,,30 - 23
912 kg (114.00 kg),27 ans,28 ans,201 cm,Ireland : 87% (13/15) New Zealand : 13% (2/15),Ireland : 87% (20/23) New Zealand : 9% (2/23) Australia : 4% (1/23),Leinster,910 kg (113.75 kg),27 ans,27 ans,201 cm,Ireland : 80% (12/15) England : 13% (2/15) South Africa : 7% (1/15),Ireland : 83% (19/23) England : 9% (2/23) South Africa : 4% (1/23) Zimbabwe : 4% (1/23),Ulster,Aviva Stadium,"Saturday, June 8, 2024",18:00,6,5,1,0,3,1,1,0,67_33_45_20_62_75,21_34_63_68_76,30,,49_80_64,65,42,,43 - 20
928 kg (116.00 kg),29 ans,27 ans,205 cm,Scotland : 53% (8/15) Australia : 13% (2/15) New Zealand : 13% (2/15) England : 7% (1/15) South Africa : 7% (1/15) Argentina : 7% (1/15),Scotland : 57% (13/23) South Africa : 17% (4/23) Australia : 9% (2/23) New Zealand : 9% (2/23) England : 4% (1/23) Argentina : 4% (1/23),Glasgow,940 kg (117.50 kg),29 ans,26 ans,200 cm,South Africa : 93% (14/15) England : 7% (1/15),South Africa : 96% (22/23) England : 4% (1/23),Stormers,Scotstoun Stadium,"Saturday, June 8, 2024",20:35,3,3,2,0,2,0,0,0,59_74_80,61_75_80,19_29,,57_64,,,,27 - 10
938 kg (117.25 kg),26 ans,28 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Bulls,912 kg (114.00 kg),27 ans,29 ans,201 cm,Ireland : 87% (13/15) New Zealand : 13% (2/15),Ireland : 87% (20/23) New Zealand : 9% (2/23) Australia : 4% (1/23),Leinster,Loftus Versfeld,"Saturday, June 15, 2024",16:00,3,2,2,0,2,2,2,0,29_41_66,31_42,41_61,,50_23,24_50,58_64,,25 - 20
901 kg (112.63 kg),30 ans,28 ans,198 cm,Ireland : 80% (12/15) New Zealand : 7% (1/15) France : 7% (1/15) England : 7% (1/15),Ireland : 83% (19/23) New Zealand : 4% (1/23) France : 4% (1/23) England : 4% (1/23) South Africa : 4% (1/23),Munster,928 kg (116.00 kg),29 ans,27 ans,205 cm,Scotland : 53% (8/15) Australia : 13% (2/15) New Zealand : 13% (2/15) England : 7% (1/15) South Africa : 7% (1/15) Argentina : 7% (1/15),Scotland : 61% (14/23) South Africa : 13% (3/23) Australia : 9% (2/23) New Zealand : 9% (2/23) England : 4% (1/23) Argentina : 4% (1/23),Glasgow,Thomond Park,"Saturday, June 15, 2024",19:00,1,1,1,0,2,2,1,0,55,56,11,,23_50,24_51,74,,10 - 17
938 kg (117.25 kg),26 ans,28 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Bulls,928 kg (116.00 kg),29 ans,28 ans,205 cm,Scotland : 53% (8/15) Australia : 13% (2/15) New Zealand : 13% (2/15) England : 7% (1/15) South Africa : 7% (1/15) Argentina : 7% (1/15),Scotland : 57% (13/23) South Africa : 17% (4/23) Australia : 9% (2/23) New Zealand : 9% (2/23) England : 4% (1/23) Argentina : 4% (1/23),Glasgow,Loftus Versfeld,"Saturday, June 22, 2024",18:00,1,1,3,0,3,3,0,0,24,25,1_14_51,,40_62_53,42_54_64,,,16 - 21
